class,image_path,name,xmax,xmin,ymax,ymin
4.0,0fc6c456b47ab87cb01b3705a617fee2.jpg,CONSTRUCTION_ROAD,701.0,412.0,274.0,120.0
4.0,0fc6c456b47ab87cb01b3705a617fee2.jpg,CONSTRUCTION_ROAD,557.0,298.0,320.0,97.0
2.0,57445c7949a148f9c01f86080a9697aa.jpg,POTHOLES,507.0,411.0,450.0,282.0
2.0,57445c7949a148f9c01f86080a9697aa.jpg,POTHOLES,514.0,417.0,324.0,241.0
4.0,63294354fbd04f689d29a83ac5ceee4d.jpg,CONSTRUCTION_ROAD,752.0,473.0,298.0,151.0
4.0,63294354fbd04f689d29a83ac5ceee4d.jpg,CONSTRUCTION_ROAD,979.0,593.0,428.0,106.0
4.0,63294354fbd04f689d29a83ac5ceee4d.jpg,CONSTRUCTION_ROAD,461.0,244.0,249.0,173.0
4.0,63294354fbd04f689d29a83ac5ceee4d.jpg,CONSTRUCTION_ROAD,312.0,100.0,283.0,150.0
4.0,63294354fbd04f689d29a83ac5ceee4d.jpg,CONSTRUCTION_ROAD,209.0,-31.0,366.0,124.0
3.0,63294354fbd04f689d29a83ac5ceee4d.jpg,GARBAGE,294.0,218.0,299.0,243.0
3.0,370c8f3eb5dc29f27d61e8c266a9dee6.jpg,GARBAGE,417.0,325.0,397.0,344.0
3.0,370c8f3eb5dc29f27d61e8c266a9dee6.jpg,GARBAGE,249.0,148.0,389.0,321.0
9.0,52af1e1935674e3e0b662a41f8901d0a.jpg,CLUTTER_SIDEWALK,494.0,219.0,386.0,320.0
9.0,52af1e1935674e3e0b662a41f8901d0a.jpg,CLUTTER_SIDEWALK,814.0,452.0,372.0,318.0
2.0,232906a1ca62a88be0e0d958d1d16870.jpg,POTHOLES,699.0,478.0,568.0,302.0
3.0,1af596b1f59396ebd0a2e76ce6f4a552.jpg,GARBAGE,63.0,-17.0,348.0,263.0
3.0,1af596b1f59396ebd0a2e76ce6f4a552.jpg,GARBAGE,270.0,203.0,319.0,274.0
3.0,754aebcb20e367fbe079bd85b2b3d451.jpg,GARBAGE,561.0,471.0,312.0,236.0
0.0,754aebcb20e367fbe079bd85b2b3d451.jpg,GRAFFITI,272.0,6.0,194.0,54.0
3.0,5b79e6ae05c9346b7505488ac5f85ca8.jpg,GARBAGE,370.0,174.0,460.0,355.0
3.0,5b79e6ae05c9346b7505488ac5f85ca8.jpg,GARBAGE,113.0,2.0,363.0,285.0
0.0,501fe64ed1b536f8d7738a8b1a06c3e6.jpg,GRAFFITI,401.0,228.0,243.0,109.0
0.0,501fe64ed1b536f8d7738a8b1a06c3e6.jpg,GRAFFITI,608.0,471.0,242.0,139.0
8.0,8859972ed911d391dbb4eb57dbbb457b.jpg,SAND_ON_ROAD,211.0,147.0,201.0,144.0
3.0,f31495c86f29113f2dc877d1f8141eac.jpg,GARBAGE,845.0,684.0,534.0,424.0
4.0,f31495c86f29113f2dc877d1f8141eac.jpg,CONSTRUCTION_ROAD,1067.0,384.0,450.0,115.0
2.0,afef5b55201890dbad860759a1cd41c4.jpg,POTHOLES,517.0,396.0,315.0,203.0
2.0,afef5b55201890dbad860759a1cd41c4.jpg,POTHOLES,872.0,613.0,451.0,263.0
4.0,7b5cfe18ca32df739ef70bd9df671a35.jpg,CONSTRUCTION_ROAD,456.0,272.0,220.0,157.0
4.0,7b5cfe18ca32df739ef70bd9df671a35.jpg,CONSTRUCTION_ROAD,406.0,36.0,271.0,65.0
2.0,18cd17b170ee9a9ca98ce10e36b269aa.jpg,POTHOLES,301.0,96.0,463.0,289.0
2.0,18cd17b170ee9a9ca98ce10e36b269aa.jpg,POTHOLES,382.0,258.0,357.0,254.0
7.0,76f935c96468edcf264246c01a555ed2.jpg,BAD_BILLBOARD,565.0,507.0,201.0,158.0
3.0,6d73bb28262eb1a40e4ac935489cbf43.jpg,GARBAGE,396.0,340.0,193.0,148.0
3.0,6d73bb28262eb1a40e4ac935489cbf43.jpg,GARBAGE,360.0,299.0,201.0,151.0
3.0,6d73bb28262eb1a40e4ac935489cbf43.jpg,GARBAGE,201.0,116.0,197.0,141.0
3.0,6d73bb28262eb1a40e4ac935489cbf43.jpg,GARBAGE,828.0,761.0,198.0,160.0
7.0,8438ba0464984f7d9a7efba06da903a6.jpg,BAD_BILLBOARD,815.0,693.0,245.0,148.0
7.0,8438ba0464984f7d9a7efba06da903a6.jpg,BAD_BILLBOARD,749.0,636.0,244.0,157.0
3.0,8438ba0464984f7d9a7efba06da903a6.jpg,GARBAGE,185.0,90.0,401.0,339.0
3.0,8438ba0464984f7d9a7efba06da903a6.jpg,GARBAGE,85.0,17.0,441.0,375.0
3.0,8438ba0464984f7d9a7efba06da903a6.jpg,GARBAGE,144.0,39.0,426.0,347.0
0.0,3f685b8483cf0f33c7c002635828c806.jpg,GRAFFITI,817.0,490.0,196.0,94.0
0.0,3f685b8483cf0f33c7c002635828c806.jpg,GRAFFITI,768.0,546.0,255.0,123.0
3.0,949e38bc159069a00121e60ed145f4ca.jpg,GARBAGE,88.0,0.0,272.0,224.0
3.0,a85d4127b06712d598bdb4cc70a298a5.jpg,GARBAGE,201.0,137.0,240.0,182.0
7.0,cbb98ae4d92e16a2dfd120c0b23ba02d.jpg,BAD_BILLBOARD,723.0,618.0,174.0,111.0
3.0,32c3c4b1df79754b6f7a43eecfd993e6.jpg,GARBAGE,808.0,716.0,441.0,374.0
3.0,33cbb048d1b6f31a2fcd60334c162bdc.jpg,GARBAGE,252.0,30.0,221.0,161.0
3.0,9d79a1a02093583755fe97ce7f37ff96.jpg,GARBAGE,736.0,613.0,330.0,235.0
4.0,a7629ba18d70fd6b74ecef3827db1ded.jpg,CONSTRUCTION_ROAD,1031.0,485.0,326.0,88.0
3.0,549bacbde442e42eeaa5da86ff04d660.jpg,GARBAGE,445.0,187.0,387.0,303.0
3.0,549bacbde442e42eeaa5da86ff04d660.jpg,GARBAGE,406.0,314.0,268.0,198.0
2.0,8b15a16e4de1750acc19864806b1ecaa.jpg,POTHOLES,436.0,340.0,324.0,234.0
2.0,8b15a16e4de1750acc19864806b1ecaa.jpg,POTHOLES,406.0,300.0,403.0,269.0
2.0,8b15a16e4de1750acc19864806b1ecaa.jpg,POTHOLES,406.0,249.0,484.0,355.0
3.0,8b15a16e4de1750acc19864806b1ecaa.jpg,GARBAGE,683.0,579.0,283.0,217.0
2.0,8b15a16e4de1750acc19864806b1ecaa.jpg,POTHOLES,576.0,421.0,358.0,276.0
2.0,0ce004ab49dd1590d3b7b3248cb4b042.jpg,POTHOLES,939.0,620.0,510.0,309.0
3.0,be5199bff9767ba094f0106d74e093dc.jpg,GARBAGE,667.0,435.0,414.0,337.0
3.0,24556006d87119d1e012bb302f62a7e1.jpg,GARBAGE,515.0,441.0,446.0,374.0
3.0,24556006d87119d1e012bb302f62a7e1.jpg,GARBAGE,230.0,136.0,520.0,444.0
4.0,237e975f17741684122b4d5e3537c6c4.jpg,CONSTRUCTION_ROAD,482.0,-86.0,524.0,31.0
4.0,237e975f17741684122b4d5e3537c6c4.jpg,CONSTRUCTION_ROAD,1049.0,278.0,442.0,107.0
3.0,7273fa0b3b32c03b05e9c090cfdd2354.jpg,GARBAGE,720.0,634.0,453.0,383.0
3.0,f28366b0230ba9690a8963db2adc4162.jpg,GARBAGE,622.0,553.0,406.0,335.0
7.0,f28366b0230ba9690a8963db2adc4162.jpg,BAD_BILLBOARD,967.0,755.0,165.0,72.0
3.0,1748961da013aa6b920f8a6f18547e69.jpg,GARBAGE,370.0,327.0,190.0,155.0
3.0,1748961da013aa6b920f8a6f18547e69.jpg,GARBAGE,334.0,280.0,198.0,147.0
3.0,1748961da013aa6b920f8a6f18547e69.jpg,GARBAGE,296.0,258.0,186.0,152.0
3.0,1748961da013aa6b920f8a6f18547e69.jpg,GARBAGE,266.0,200.0,205.0,153.0
3.0,1748961da013aa6b920f8a6f18547e69.jpg,GARBAGE,206.0,124.0,212.0,152.0
0.0,1748961da013aa6b920f8a6f18547e69.jpg,GRAFFITI,854.0,786.0,177.0,108.0
2.0,587e4eb5172ba8f2d1dbd1fa38197287.jpg,POTHOLES,442.0,392.0,296.0,255.0
2.0,587e4eb5172ba8f2d1dbd1fa38197287.jpg,POTHOLES,153.0,-31.0,577.0,282.0
4.0,232f1eddac4b5c007e54b93859b4d5c3.jpg,CONSTRUCTION_ROAD,346.0,-82.0,364.0,138.0
4.0,232f1eddac4b5c007e54b93859b4d5c3.jpg,CONSTRUCTION_ROAD,660.0,146.0,373.0,164.0
7.0,42898137d9cb49e2df169e13548cfc36.jpg,BAD_BILLBOARD,568.0,516.0,203.0,162.0
7.0,9fdf8720932644a1dca297656c3e434c.jpg,BAD_BILLBOARD,1109.0,299.0,364.0,-79.0
3.0,cf0581a2ae7e41a7c851f419cd9ee974.jpg,GARBAGE,421.0,306.0,394.0,317.0
3.0,0503d3670b8e805bc1205ca1c8eaa316.jpg,GARBAGE,797.0,696.0,405.0,326.0
3.0,0503d3670b8e805bc1205ca1c8eaa316.jpg,GARBAGE,363.0,225.0,474.0,387.0
3.0,84fe7670f2cd43edc4107869bac59912.jpg,GARBAGE,642.0,580.0,284.0,252.0
9.0,89246c464fbbe8d2982c826399a984aa.jpg,CLUTTER_SIDEWALK,457.0,83.0,332.0,195.0
9.0,89246c464fbbe8d2982c826399a984aa.jpg,CLUTTER_SIDEWALK,845.0,393.0,315.0,195.0
2.0,60cef3a10cf25e0d2e735d2abe18d622.jpg,POTHOLES,585.0,430.0,458.0,228.0
2.0,60cef3a10cf25e0d2e735d2abe18d622.jpg,POTHOLES,618.0,480.0,504.0,329.0
2.0,60cef3a10cf25e0d2e735d2abe18d622.jpg,POTHOLES,332.0,174.0,437.0,304.0
2.0,60cef3a10cf25e0d2e735d2abe18d622.jpg,POTHOLES,263.0,92.0,509.0,372.0
2.0,60cef3a10cf25e0d2e735d2abe18d622.jpg,POTHOLES,844.0,594.0,515.0,300.0
7.0,3ac53edea19f01902026310cec8779cc.jpg,BAD_BILLBOARD,740.0,577.0,277.0,211.0
3.0,e3027adccc8a43d084e947fd15a6081f.jpg,GARBAGE,672.0,558.0,298.0,204.0
3.0,e3027adccc8a43d084e947fd15a6081f.jpg,GARBAGE,775.0,659.0,278.0,208.0
3.0,e3027adccc8a43d084e947fd15a6081f.jpg,GARBAGE,478.0,306.0,299.0,253.0
3.0,e3027adccc8a43d084e947fd15a6081f.jpg,GARBAGE,287.0,51.0,304.0,229.0
3.0,e3027adccc8a43d084e947fd15a6081f.jpg,GARBAGE,116.0,-4.0,305.0,243.0
4.0,05fa27f3d9e4f9adda9d6a168c138857.jpg,CONSTRUCTION_ROAD,750.0,328.0,378.0,225.0
4.0,05fa27f3d9e4f9adda9d6a168c138857.jpg,CONSTRUCTION_ROAD,989.0,602.0,393.0,201.0
4.0,05fa27f3d9e4f9adda9d6a168c138857.jpg,CONSTRUCTION_ROAD,238.0,40.0,295.0,242.0
4.0,05fa27f3d9e4f9adda9d6a168c138857.jpg,CONSTRUCTION_ROAD,487.0,215.0,310.0,221.0
3.0,05fa27f3d9e4f9adda9d6a168c138857.jpg,GARBAGE,222.0,56.0,329.0,270.0
3.0,ff5f40bcc03fdf5f3b57d43e95242932.jpg,GARBAGE,736.0,634.0,327.0,274.0
3.0,ff5f40bcc03fdf5f3b57d43e95242932.jpg,GARBAGE,857.0,768.0,274.0,228.0
2.0,ff5f40bcc03fdf5f3b57d43e95242932.jpg,POTHOLES,801.0,589.0,368.0,269.0
2.0,ff5f40bcc03fdf5f3b57d43e95242932.jpg,POTHOLES,373.0,159.0,348.0,272.0
2.0,ff5f40bcc03fdf5f3b57d43e95242932.jpg,POTHOLES,461.0,310.0,357.0,264.0
4.0,e58c69e74ee8ce0cbb2858bc476bf7c6.jpg,CONSTRUCTION_ROAD,402.0,-56.0,331.0,156.0
4.0,e58c69e74ee8ce0cbb2858bc476bf7c6.jpg,CONSTRUCTION_ROAD,719.0,249.0,304.0,132.0
4.0,e58c69e74ee8ce0cbb2858bc476bf7c6.jpg,CONSTRUCTION_ROAD,920.0,568.0,284.0,160.0
8.0,28535fe34786ae660366959d79d347f4.jpg,SAND_ON_ROAD,212.0,17.0,265.0,162.0
9.0,cbf785c3fd1137883c9bd7baddd8aabb.jpg,CLUTTER_SIDEWALK,451.0,-23.0,363.0,202.0
9.0,cbf785c3fd1137883c9bd7baddd8aabb.jpg,CLUTTER_SIDEWALK,876.0,271.0,317.0,199.0
1.0,7d3ee1c936d1ca87bcf6bb900f1e95f6.jpg,FADED_SIGNAGE,675.0,598.0,224.0,170.0
3.0,db16b3a4f5c6623020d1c7de3cc3eeea.jpg,GARBAGE,834.0,244.0,427.0,81.0
5.0,db16b3a4f5c6623020d1c7de3cc3eeea.jpg,BROKEN_SIGNAGE,185.0,15.0,445.0,122.0
5.0,db16b3a4f5c6623020d1c7de3cc3eeea.jpg,BROKEN_SIGNAGE,90.0,-28.0,393.0,155.0
3.0,05c1ca4dedf6076598a36630ff5c7091.jpg,GARBAGE,688.0,615.0,240.0,192.0
3.0,233a45c7b31742504670c7bb25b28b82.jpg,GARBAGE,549.0,436.0,483.0,421.0
3.0,d0f5f8f013328d61de91b820389e2490.jpg,GARBAGE,243.0,103.0,164.0,101.0
3.0,d146cacbbb056e9cf2bf9b081770e2b4.jpg,GARBAGE,460.0,387.0,210.0,168.0
3.0,d146cacbbb056e9cf2bf9b081770e2b4.jpg,GARBAGE,324.0,249.0,211.0,163.0
3.0,d146cacbbb056e9cf2bf9b081770e2b4.jpg,GARBAGE,276.0,221.0,217.0,165.0
3.0,8be9f4a839bcfdd2740a7e7d7d55eb01.jpg,GARBAGE,975.0,889.0,333.0,260.0
3.0,8be9f4a839bcfdd2740a7e7d7d55eb01.jpg,GARBAGE,816.0,728.0,249.0,207.0
3.0,8be9f4a839bcfdd2740a7e7d7d55eb01.jpg,GARBAGE,820.0,757.0,289.0,253.0
3.0,aef4c2b5225dadba78cc15062eb04011.jpg,GARBAGE,461.0,381.0,351.0,287.0
3.0,aef4c2b5225dadba78cc15062eb04011.jpg,GARBAGE,270.0,209.0,340.0,302.0
3.0,aef4c2b5225dadba78cc15062eb04011.jpg,GARBAGE,145.0,99.0,362.0,312.0
9.0,182602bfa0d320b88dee6a5d1338b25a.jpg,CLUTTER_SIDEWALK,395.0,-33.0,253.0,159.0
9.0,182602bfa0d320b88dee6a5d1338b25a.jpg,CLUTTER_SIDEWALK,667.0,309.0,263.0,166.0
9.0,182602bfa0d320b88dee6a5d1338b25a.jpg,CLUTTER_SIDEWALK,908.0,578.0,275.0,167.0
2.0,c5617e32188bffa11e5dcefaa40ede50.jpg,POTHOLES,362.0,190.0,354.0,283.0
0.0,c5617e32188bffa11e5dcefaa40ede50.jpg,GRAFFITI,800.0,676.0,262.0,141.0
7.0,08bc322a086845fdff2f05356b8c90b2.jpg,BAD_BILLBOARD,948.0,710.0,160.0,28.0
3.0,a0f0348727d5b7b23240280c456b1a54.jpg,GARBAGE,147.0,62.0,266.0,209.0
3.0,a0f0348727d5b7b23240280c456b1a54.jpg,GARBAGE,838.0,765.0,291.0,228.0
4.0,c00aefea9925b13909101ec426db2922.jpg,CONSTRUCTION_ROAD,418.0,-87.0,357.0,93.0
4.0,c00aefea9925b13909101ec426db2922.jpg,CONSTRUCTION_ROAD,625.0,221.0,352.0,101.0
4.0,c00aefea9925b13909101ec426db2922.jpg,CONSTRUCTION_ROAD,1028.0,441.0,368.0,109.0
2.0,a80ee99ec69bec74af84206a26957e1b.jpg,POTHOLES,726.0,372.0,527.0,249.0
2.0,a80ee99ec69bec74af84206a26957e1b.jpg,POTHOLES,766.0,620.0,380.0,258.0
3.0,0e732b60caf8bff1310b395b059a2365.jpg,GARBAGE,105.0,12.0,374.0,301.0
8.0,00527ced822bed10c572ba797846ac4c.jpg,SAND_ON_ROAD,730.0,580.0,282.0,181.0
8.0,00527ced822bed10c572ba797846ac4c.jpg,SAND_ON_ROAD,221.0,113.0,229.0,152.0
8.0,00527ced822bed10c572ba797846ac4c.jpg,SAND_ON_ROAD,176.0,10.0,245.0,146.0
8.0,90d5bf0de4acebc3676b78ee06cc951d.jpg,SAND_ON_ROAD,921.0,756.0,308.0,110.0
8.0,90d5bf0de4acebc3676b78ee06cc951d.jpg,SAND_ON_ROAD,823.0,604.0,276.0,139.0
4.0,60357ac5721eb3a2dd64ea72e4b5e089.jpg,CONSTRUCTION_ROAD,729.0,252.0,319.0,197.0
4.0,888ca31c18a6567c57a65344c9eda707.jpg,CONSTRUCTION_ROAD,825.0,619.0,134.0,52.0
3.0,597f2fe91daa51d5e56938276356a746.jpg,GARBAGE,542.0,340.0,324.0,179.0
3.0,597f2fe91daa51d5e56938276356a746.jpg,GARBAGE,568.0,481.0,350.0,305.0
3.0,597f2fe91daa51d5e56938276356a746.jpg,GARBAGE,418.0,358.0,306.0,262.0
3.0,597f2fe91daa51d5e56938276356a746.jpg,GARBAGE,357.0,296.0,323.0,273.0
3.0,597f2fe91daa51d5e56938276356a746.jpg,GARBAGE,430.0,308.0,287.0,225.0
3.0,0727bfc0b63da0682930ac58a986aa72.jpg,GARBAGE,805.0,708.0,213.0,149.0
8.0,0727bfc0b63da0682930ac58a986aa72.jpg,SAND_ON_ROAD,946.0,695.0,261.0,112.0
8.0,0727bfc0b63da0682930ac58a986aa72.jpg,SAND_ON_ROAD,754.0,547.0,222.0,128.0
9.0,0727bfc0b63da0682930ac58a986aa72.jpg,CLUTTER_SIDEWALK,465.0,250.0,228.0,150.0
9.0,0727bfc0b63da0682930ac58a986aa72.jpg,CLUTTER_SIDEWALK,388.0,-70.0,342.0,172.0
3.0,ab33edf12aaacb421f501cf04e166403.jpg,GARBAGE,300.0,239.0,189.0,160.0
3.0,ab33edf12aaacb421f501cf04e166403.jpg,GARBAGE,336.0,270.0,182.0,159.0
3.0,ab33edf12aaacb421f501cf04e166403.jpg,GARBAGE,736.0,656.0,197.0,129.0
3.0,ab33edf12aaacb421f501cf04e166403.jpg,GARBAGE,685.0,622.0,210.0,135.0
7.0,3bdaf0e2bc7c66ab6332a57c63383dfe.jpg,BAD_BILLBOARD,852.0,650.0,174.0,107.0
7.0,3bdaf0e2bc7c66ab6332a57c63383dfe.jpg,BAD_BILLBOARD,166.0,7.0,161.0,81.0
7.0,3bdaf0e2bc7c66ab6332a57c63383dfe.jpg,BAD_BILLBOARD,526.0,424.0,129.0,38.0
3.0,6b826928b1aeda6f3ec7594de12a9513.jpg,GARBAGE,442.0,340.0,330.0,264.0
3.0,6b826928b1aeda6f3ec7594de12a9513.jpg,GARBAGE,387.0,315.0,318.0,260.0
3.0,6b826928b1aeda6f3ec7594de12a9513.jpg,GARBAGE,413.0,354.0,343.0,295.0
3.0,6b826928b1aeda6f3ec7594de12a9513.jpg,GARBAGE,540.0,289.0,431.0,307.0
3.0,2154c6bfa2462386bfd1a78b89dfe5cd.jpg,GARBAGE,181.0,-26.0,343.0,212.0
3.0,2154c6bfa2462386bfd1a78b89dfe5cd.jpg,GARBAGE,947.0,797.0,365.0,235.0
3.0,2154c6bfa2462386bfd1a78b89dfe5cd.jpg,GARBAGE,701.0,626.0,406.0,344.0
3.0,70d382925b30c509e52b9663ff3c0991.jpg,GARBAGE,537.0,489.0,284.0,252.0
3.0,70d382925b30c509e52b9663ff3c0991.jpg,GARBAGE,889.0,845.0,273.0,226.0
3.0,70d382925b30c509e52b9663ff3c0991.jpg,GARBAGE,708.0,661.0,255.0,203.0
9.0,d4f7e9d9de394088df4ebb5cb5d87b4a.jpg,CLUTTER_SIDEWALK,1191.0,-254.0,503.0,180.0
3.0,242e84ebc596cefd0e3637116a8baba6.jpg,GARBAGE,766.0,659.0,216.0,137.0
3.0,242e84ebc596cefd0e3637116a8baba6.jpg,GARBAGE,819.0,699.0,222.0,110.0
3.0,242e84ebc596cefd0e3637116a8baba6.jpg,GARBAGE,328.0,223.0,249.0,188.0
7.0,04890985ffabdeb0c2a708f3111c33bb.jpg,BAD_BILLBOARD,452.0,175.0,227.0,125.0
4.0,584113a4ceda9e5ce21573450ba4cafa.jpg,CONSTRUCTION_ROAD,884.0,-198.0,416.0,85.0
4.0,eb4e6852ba210c8b21544225c778e229.jpg,CONSTRUCTION_ROAD,384.0,-9.0,328.0,121.0
4.0,eb4e6852ba210c8b21544225c778e229.jpg,CONSTRUCTION_ROAD,680.0,281.0,356.0,122.0
4.0,eb4e6852ba210c8b21544225c778e229.jpg,CONSTRUCTION_ROAD,983.0,563.0,369.0,120.0
3.0,947083e61d4187705e78457cbdec3596.jpg,GARBAGE,665.0,526.0,238.0,174.0
3.0,947083e61d4187705e78457cbdec3596.jpg,GARBAGE,630.0,570.0,249.0,210.0
4.0,b4910285767283ef56086bb3534d080f.jpg,CONSTRUCTION_ROAD,433.0,278.0,287.0,107.0
4.0,b4910285767283ef56086bb3534d080f.jpg,CONSTRUCTION_ROAD,367.0,154.0,362.0,44.0
4.0,b4910285767283ef56086bb3534d080f.jpg,CONSTRUCTION_ROAD,254.0,-29.0,470.0,-74.0
9.0,e1702157066217f564a8279698592c8a.jpg,CLUTTER_SIDEWALK,384.0,220.0,249.0,153.0
9.0,e1702157066217f564a8279698592c8a.jpg,CLUTTER_SIDEWALK,303.0,35.0,295.0,176.0
2.0,a9c4e951c63e50d7152a8acb448bed52.jpg,POTHOLES,529.0,368.0,427.0,271.0
2.0,a9c4e951c63e50d7152a8acb448bed52.jpg,POTHOLES,699.0,428.0,542.0,341.0
3.0,f3e9511cecf51b0faf9eb637c3aebdf2.jpg,GARBAGE,388.0,157.0,350.0,238.0
9.0,f3e9511cecf51b0faf9eb637c3aebdf2.jpg,CLUTTER_SIDEWALK,1014.0,167.0,389.0,185.0
3.0,8db97ed11d70acdc149b530bf491483a.jpg,GARBAGE,626.0,533.0,224.0,141.0
3.0,8db97ed11d70acdc149b530bf491483a.jpg,GARBAGE,578.0,472.0,241.0,132.0
3.0,8db97ed11d70acdc149b530bf491483a.jpg,GARBAGE,752.0,663.0,224.0,157.0
3.0,8db97ed11d70acdc149b530bf491483a.jpg,GARBAGE,790.0,722.0,222.0,163.0
3.0,4f8cb2ecb63c8ddd12fcaffd38287582.jpg,GARBAGE,451.0,328.0,495.0,424.0
3.0,4f8cb2ecb63c8ddd12fcaffd38287582.jpg,GARBAGE,634.0,476.0,499.0,388.0
3.0,4f8cb2ecb63c8ddd12fcaffd38287582.jpg,GARBAGE,795.0,682.0,496.0,419.0
7.0,04164eada29df1190caaa980bfb6d38e.jpg,BAD_BILLBOARD,902.0,764.0,167.0,93.0
7.0,04164eada29df1190caaa980bfb6d38e.jpg,BAD_BILLBOARD,739.0,654.0,189.0,127.0
7.0,04164eada29df1190caaa980bfb6d38e.jpg,BAD_BILLBOARD,696.0,592.0,184.0,115.0
2.0,ec33b3f3011c0615a7fe758d79dd84e7.jpg,POTHOLES,227.0,-44.0,547.0,326.0
2.0,ec33b3f3011c0615a7fe758d79dd84e7.jpg,POTHOLES,529.0,71.0,587.0,347.0
3.0,4cdd597c2ad863222d0b666870e9d9a6.jpg,GARBAGE,768.0,669.0,307.0,230.0
3.0,4cdd597c2ad863222d0b666870e9d9a6.jpg,GARBAGE,895.0,771.0,294.0,220.0
2.0,7070d0ed6e055ae7269f1e055fc0e7b4.jpg,POTHOLES,649.0,537.0,448.0,279.0
2.0,7070d0ed6e055ae7269f1e055fc0e7b4.jpg,POTHOLES,732.0,546.0,519.0,393.0
2.0,ded853b3e9d8c8fe256d4060157f0efd.jpg,POTHOLES,328.0,77.0,428.0,291.0
2.0,ded853b3e9d8c8fe256d4060157f0efd.jpg,POTHOLES,506.0,144.0,509.0,363.0
2.0,ded853b3e9d8c8fe256d4060157f0efd.jpg,POTHOLES,963.0,631.0,548.0,381.0
9.0,a6744cc5df265101067b5aff3e175707.jpg,CLUTTER_SIDEWALK,312.0,151.0,251.0,175.0
9.0,a6744cc5df265101067b5aff3e175707.jpg,CLUTTER_SIDEWALK,239.0,-51.0,305.0,179.0
2.0,8b52c12ca258cc13816fc1b405175fc3.jpg,POTHOLES,539.0,422.0,244.0,154.0
2.0,8b52c12ca258cc13816fc1b405175fc3.jpg,POTHOLES,503.0,383.0,267.0,180.0
2.0,8b52c12ca258cc13816fc1b405175fc3.jpg,POTHOLES,578.0,345.0,337.0,253.0
3.0,bc6df034fe0951cb050c361f4cd69c67.jpg,GARBAGE,464.0,306.0,301.0,211.0
3.0,4b31dd7ad7fcc2f703b629126be57060.jpg,GARBAGE,493.0,370.0,306.0,228.0
3.0,4b31dd7ad7fcc2f703b629126be57060.jpg,GARBAGE,848.0,776.0,302.0,253.0
3.0,4b31dd7ad7fcc2f703b629126be57060.jpg,GARBAGE,829.0,769.0,476.0,420.0
3.0,388519dc7c60aac699638dde4b5288b1.jpg,GARBAGE,409.0,164.0,373.0,224.0
3.0,388519dc7c60aac699638dde4b5288b1.jpg,GARBAGE,275.0,9.0,381.0,234.0
4.0,fec8f786614ddd87b1c6b25c1a606b19.jpg,CONSTRUCTION_ROAD,566.0,-55.0,409.0,219.0
4.0,fec8f786614ddd87b1c6b25c1a606b19.jpg,CONSTRUCTION_ROAD,1031.0,311.0,438.0,237.0
3.0,fec8f786614ddd87b1c6b25c1a606b19.jpg,GARBAGE,862.0,779.0,436.0,378.0
3.0,fec8f786614ddd87b1c6b25c1a606b19.jpg,GARBAGE,785.0,701.0,486.0,432.0
9.0,fec8f786614ddd87b1c6b25c1a606b19.jpg,CLUTTER_SIDEWALK,494.0,-117.0,488.0,296.0
9.0,fec8f786614ddd87b1c6b25c1a606b19.jpg,CLUTTER_SIDEWALK,845.0,253.0,484.0,317.0
3.0,a101ae3a98d095f448d48a5a41998a6d.jpg,GARBAGE,153.0,8.0,414.0,312.0
7.0,d20c7367726119a81318119e6f3c3af7.jpg,BAD_BILLBOARD,718.0,603.0,224.0,160.0
7.0,d20c7367726119a81318119e6f3c3af7.jpg,BAD_BILLBOARD,309.0,171.0,230.0,152.0
7.0,d20c7367726119a81318119e6f3c3af7.jpg,BAD_BILLBOARD,357.0,267.0,219.0,147.0
8.0,cc5849ee7b53d9e44252d8a5f28b3dd3.jpg,SAND_ON_ROAD,480.0,327.0,232.0,149.0
8.0,cc5849ee7b53d9e44252d8a5f28b3dd3.jpg,SAND_ON_ROAD,279.0,162.0,238.0,163.0
8.0,cc5849ee7b53d9e44252d8a5f28b3dd3.jpg,SAND_ON_ROAD,228.0,62.0,238.0,167.0
3.0,cc5849ee7b53d9e44252d8a5f28b3dd3.jpg,GARBAGE,222.0,144.0,266.0,214.0
4.0,e32e40073fe9e9052a60084d28aa08e8.jpg,CONSTRUCTION_ROAD,588.0,-35.0,387.0,137.0
4.0,e32e40073fe9e9052a60084d28aa08e8.jpg,CONSTRUCTION_ROAD,1050.0,322.0,372.0,163.0
7.0,27a8ed958a9002b951b56ad137da0d7d.jpg,BAD_BILLBOARD,913.0,763.0,194.0,133.0
7.0,27a8ed958a9002b951b56ad137da0d7d.jpg,BAD_BILLBOARD,701.0,619.0,200.0,160.0
3.0,efb94a8916841cc530953833bffee7e2.jpg,GARBAGE,582.0,504.0,232.0,174.0
2.0,cd8b41436f8570392d208bde83bd6958.jpg,POTHOLES,928.0,635.0,534.0,377.0
7.0,0398cadd28ecec1ce46e2417f9e08507.jpg,BAD_BILLBOARD,893.0,777.0,164.0,59.0
0.0,0398cadd28ecec1ce46e2417f9e08507.jpg,GRAFFITI,765.0,646.0,210.0,138.0
0.0,0398cadd28ecec1ce46e2417f9e08507.jpg,GRAFFITI,971.0,914.0,233.0,119.0
9.0,4336d5e2a2c60f685e5f873977993bbc.jpg,CLUTTER_SIDEWALK,417.0,212.0,236.0,156.0
